dumpster,month,year,date,weight_tons,volume_y3,plastic_bottles,polystyrene,cigarettes,plastic_bags,wheel
1,May ,2014,41775,4.31,18,1450,1820,126000,584,Mr. Trash
2,May ,2014,41775,2.74,13,1120,1030,91000,496,Mr. Trash
3,May,2014,41775,3.45,15,2450,3100,105000,1080,Mr. Trash
4,May,2014,41776,3.1,15,2380,2730,100000,896,Mr. Trash
5,May,2014,41776,4.06,18,980,870,120000,368,Mr. Trash
6,May,2014,41779,2.71,13,1430,2140,90000,672,Mr. Trash
7,May,2014,41780,1.91,8,910,1090,56000,416,Mr. Trash
8,May,2014,41787,3.7,16,3580,4310,112000,1552,Mr. Trash
9,June,2014,41795,2.52,14,2400,2790,98000,984,Mr. Trash
10,June,2014,41801,3.76,18,1340,1730,130000,448,Mr. Trash
11,June,2014,41801,3.43,15,740,869,110000,344,Mr. Trash
12,June,2014,41802,4.17,19,950,1140,133000,520,Mr. Trash
13,June,2014,41803,5.13,15,530,630,104000,224,Mr. Trash
14,June,2014,41803,4.17,15,840,760,100000,344,Mr. Trash
15,June,2014,41809,3.28,15,1130,1350,102000,432,Mr. Trash
16,June,2014,41809,3.05,15,1640,2130,106000,752,Mr. Trash
17,June,2014,41818,2.49,13,1350,1620,89000,696,Mr. Trash
18,July,2014,41823,2.54,15,1640,1960,108000,744,Mr. Trash
19,July,2014,41827,2.41,15,1730,2100,107000,896,Mr. Trash
20,July,2014,41831,3.83,18,5960,6540,132000,2560,Mr. Trash
21,July,2014,41834,2.73,15,2170,2620,112000,1144,Mr. Trash
22,July,2014,41835,4.4,16,1930,2210,115000,688,Mr. Trash
23,July,2014,41835,2.79,14,3200,3840,98000,1464,Mr. Trash
24,July,2014,41845,2.5,13,2500,3040,85000,1248,Mr. Trash
25,August,2014,41855,4.39,16,2140,2050,118000,904,Mr. Trash
26,August,2014,41855,5.33,17,1630,1950,123000,512,Mr. Trash
27,August,2014,41864,3.58,20,3640,4360,141000,1560,Mr. Trash
28,August,2014,41864,3.1,17,1430,1870,121000,552,Mr. Trash
29,August,2014,41870,1.77,10,570,780,32000,310,Mr. Trash
30,September,2014,41885,3.76,18,4800,3640,310000,1880,Mr. Trash
31,September,2014,41906,1.24,8,550,860,18000,420,Mr. Trash
32,September,2014,41908,3.14,15,2240,2880,112000,1200,Mr. Trash
33,October,2014,41915,2.71,16,4220,4840,84000,1400,Mr. Trash
34,October,2014,41921,2.11,14,1400,1650,80000,1450,Mr. Trash
35,October,2014,41932,4.09,18,2820,3010,78000,990,Mr. Trash
36,October,2014,41932,2.31,14,1900,2240,81000,840,Mr. Trash
37,October,2014,41936,3.5,15,3650,3880,94000,1210,Mr. Trash
38,November,2014,41949,2.7,15,760,1680,22000,960,Mr. Trash
39,November,2014,41960,3.25,18,1250,2730,46000,1130,Mr. Trash
40,November,2014,41963,3.84,15,880,1840,35000,730,Mr. Trash
41,November,2014,41971,2.88,15,1800,3970,52000,560,Mr. Trash
42,December,2014,41974,1.81,17,1370,3140,38000,950,Mr. Trash
43,December,2014,41990,3.48,15,550,1450,22000,740,Mr. Trash
44,December,2014,42003,3.18,15,640,1670,26000,880,Mr. Trash
45,January,2015,42016,2.87,17,1160,2250,31000,1120,Mr. Trash
46,January,2015,42027,2,14,1570,2400,33000,380,Mr. Trash
47,January,2015,42030,2.14,13,1340,2650,28000,430,Mr. Trash
48,February,2015,42039,2.54,15,1740,2250,22000,320,Mr. Trash
49,March,2015,42072,3.82,18,2870,3240,25000,540,Mr. Trash
50,March,2015,42076,1.83,15,3120,5430,32000,650,Mr. Trash
51,March,2015,42090,2.02,15,2780,4980,26000,470,Mr. Trash
52,April,2015,42102,2.5,18,2240,2360,27000,270,Mr. Trash
53,April,2015,42104,3.41,15,2550,3420,32000,320,Mr. Trash
54,April,2015,42113,1.83,11,1470,1840,18000,240,Mr. Trash
55,April,2015,42114,3.84,18,1240,1630,23000,430,Mr. Trash
56,April,2015,42114,3.22,15,1150,1420,19000,370,Mr. Trash
57,April,2015,42114,3.03,15,2850,3160,18000,350,Mr. Trash
58,April,2015,42114,2.64,18,960,1280,22000,450,Mr. Trash
59,April,2015,42114,3.54,15,870,1140,18000,330,Mr. Trash
60,May ,2015,42139,1.95,9,1340,2150,22000,190,Mr. Trash
61,May ,2015,42141,4.25,18,2630,3480,38000,1240,Mr. Trash
62,May,2015,42141,5.62,15,1850,3270,54000,970,Mr. Trash
63,May,2015,42142,3.81,15,2830,3780,48000,650,Mr. Trash
64,May,2015,42143,3.45,18,1740,2630,32000,820,Mr. Trash
65,May,2015,42143,3.34,15,2780,3250,37000,1140,Mr. Trash
66,June,2015,42156,2.54,15,1260,1830,56000,1230,Mr. Trash
67,June,2015,42164,4.66,18,2340,3460,48000,1620,Mr. Trash
68,June,2015,42164,3.39,15,3240,4360,33000,1430,Mr. Trash
69,June,2015,42164,3.17,15,940,1220,35000,840,Mr. Trash
70,June,2015,42164,3.15,18,830,1150,37000,920,Mr. Trash
71,June,2015,42164,3.83,15,960,1190,33000,730,Mr. Trash
72,June,2015,42165,4.78,15,870,1040,32000,820,Mr. Trash
73,June,2015,42165,3.85,18,920,1290,34000,930,Mr. Trash
74,June,2015,42165,4.48,15,1130,1370,38000,1270,Mr. Trash
75,June,2015,42165,4.18,15,1060,1250,37000,1340,Mr. Trash
76,June,2015,42165,3.38,18,740,930,34000,1130,Mr. Trash
77,June,2015,42165,3.83,15,950,1220,35000,1370,Mr. Trash
78,June,2015,42167,3.95,15,2340,3250,65000,2730,Mr. Trash
79,June,2015,42170,2.44,18,2660,3420,72000,2430,Mr. Trash
80,June,2015,42173,2.85,15,2430,3120,68000,2370,Mr. Trash
81,June,2015,42179,3.43,15,2690,3370,82000,1910,Mr. Trash
82,June,2015,42179,4.28,18,1540,1780,45000,1830,Mr. Trash
83,June,2015,42179,3.94,15,1240,1450,37000,1650,Mr. Trash
84,June,2015,42183,3.38,15,2870,3560,68000,2140,Mr. Trash
85,June,2015,42183,3.45,18,2450,3240,74000,2320,Mr. Trash
86,June,2015,42184,3.93,15,1830,2240,36000,1630,Mr. Trash
87,July,2015,42192,4.07,15,2360,3120,82000,1840,Mr. Trash
88,July,2015,42193,3.03,18,2640,3520,68000,1460,Mr. Trash
89,July,2015,42199,3.52,15,2840,3360,65000,1690,Mr. Trash
90,July,2015,42199,3.51,15,2640,3120,76000,2130,Mr. Trash
91,July,2015,42212,3.68,18,3070,4250,82000,1770,Mr. Trash
92,July,2015,42214,3.4,15,2820,3740,75000,2400,Mr. Trash
93,August,2015,42220,3.72,15,2640,3250,68000,1860,Mr. Trash
94,August,2015,42234,1.84,9,870,980,34000,750,Mr. Trash
95,August,2015,42237,3,15,3220,3460,67000,2170,Mr. Trash
96,August,2015,42241,4.33,18,1980,2190,48000,1600,Mr. Trash
97,August,2015,42241,4.3,15,410,540,3000,250,Mr. Trash
98,August,2015,42242,3.39,15,640,780,32000,350,Mr. Trash
99,September,2015,42258,4.08,18,2730,3140,54000,2430,Mr. Trash
100,September,2015,42258,3.62,15,1360,1570,26000,1420,Mr. Trash
101,September,2015,42269,2.4,7,760,1030,24000,780,Mr. Trash
102,September,2015,42277,4.24,18,1240,1460,46000,860,Mr. Trash
103,September,2015,42277,3.31,15,800,920,32000,270,Mr. Trash
104,October,2015,42289,2.9,15,2540,2780,42000,2230,Mr. Trash
105,October,2015,42304,2.46,18,2130,2560,34000,1970,Mr. Trash
106,October,2015,42308,2.89,15,2670,2820,36000,2450,Mr. Trash
107,November,2015,42328,4.46,15,1940,2230,28000,2960,Mr. Trash
108,December,2015,42340,3.42,18,2140,2570,19000,3100,Mr. Trash
109,December,2015,42340,3.56,15,1960,2340,21000,3300,Mr. Trash
110,December,2015,42361,1.92,12,1640,2150,32000,2430,Mr. Trash
111,December,2015,42362,2.9,18,1850,2670,33000,2770,Mr. Trash
112,December,2015,42364,3.24,15,2370,3240,24000,1830,Mr. Trash
113,December,2015,42364,4.41,15,2530,3300,41000,2190,Mr. Trash
114,December,2015,42364,3.39,18,2720,3690,23000,2520,Mr. Trash
115,December,2015,42364,3.27,15,2250,3180,37000,2740,Mr. Trash
116,January,2016,42379,3.6,15,3240,4160,28000,1360,Mr. Trash
117,February,2016,42402,4.06,18,3530,4620,24000,1850,Mr. Trash
118,February,2016,42403,2.11,15,2340,3870,31000,2130,Mr. Trash
119,February,2016,42405,3.01,15,2460,3640,27000,1920,Mr. Trash
120,February,2016,42417,3.41,18,1340,1680,24000,1530,Mr. Trash
121,February,2016,42419,3.66,15,950,1120,21000,1370,Mr. Trash
122,February,2016,42425,4.51,15,2240,3150,36000,2450,Mr. Trash
123,March ,2016,42430,2.89,18,3050,3270,29000,1740,Mr. Trash
124,March,2016,42440,2.89,15,1630,1820,18000,2150,Mr. Trash
125,March,2016,42441,2.51,15,1120,1460,17000,2270,Mr. Trash
126,March,2016,42444,3.58,18,3340,3640,45000,3450,Mr. Trash
127,March,2016,42458,3.41,15,3560,3740,43000,3320,Mr. Trash
128,April,2016,42468,2.79,15,2460,3150,38000,3540,Mr. Trash
129,April,2016,42490,4.21,18,3860,4240,47000,3200,Mr. Trash
130,April,2016,42490,4.88,15,3230,3640,52000,3750,Mr. Trash
131,April,2016,42490,4.47,15,3760,4150,45000,2840,Mr. Trash
132,April,2016,42490,3.29,18,3640,3520,52000,2530,Mr. Trash
133,May ,2016,42497,4.16,15,4230,4620,53000,2727,Mr. Trash
134,May,2016,42502,2.93,15,3590,3840,47000,1760,Mr. Trash
135,May ,2016,42521,2.37,18,3740,4120,56000,1680,Mr. Trash
136,June,2016,42536,2.57,15,4200,4630,38000,1480,Mr. Trash
137,June,2016,42537,2.39,15,3840,3990,41000,1540,Mr. Trash
138,June,2016,42542,3.98,15,4350,4120,45000,1630,Mr. Trash
139,June,2016,42543,3.47,15,3960,3720,52000,1870,Mr. Trash
140,June,2016,42545,3.97,18,4150,3970,48000,1530,Mr. Trash
141,June,2016,42551,3.12,18,4450,4310,58000,2130,Mr. Trash
142,July,2016,42552,3.17,15,3460,3820,43000,2240,Mr. Trash
143,July,2016,42564,2.12,15,2850,3120,52000,1930,Mr. Trash
144,July,2016,42574,2.31,18,3560,3780,65000,2460,Mr. Trash
145,July,2016,42579,3.16,15,4130,4360,52000,2610,Mr. Trash
146,July,2016,42580,4.02,15,4350,4600,55000,2430,Mr. Trash
147,July,2016,42580,3.26,18,4420,4850,65000,2340,Mr. Trash
148,July,2016,42582,3.82,15,2130,2240,35000,1830,Mr. Trash
149,July,2016,42582,4.88,15,2450,2500,32000,1950,Mr. Trash
150,August,2016,42586,5.05,18,2300,2260,16000,1360,Mr. Trash
151,August,2016,42598,2.79,15,2850,3120,34000,2100,Mr. Trash
152,August,2016,42599,3.47,15,2640,2900,38000,2340,Mr. Trash
153,August,2016,42601,4.01,18,3250,3570,42000,2700,Mr. Trash
154,August,2016,42606,3.18,15,2530,2740,52000,2810,Mr. Trash
155,September,2016,42615,3.13,15,2780,2640,38000,2130,Mr. Trash
156,September,2016,42620,2.43,18,2740,3360,24000,2210,Mr. Trash
157,September,2016,42632,3.08,15,2530,3460,21000,2300,Mr. Trash
158,October,2016,42652,2.9,15,1876,3990,27600,1240,Mr. Trash
159,October,2016,42670,3,18,2340,3150,19000,2470,Mr. Trash
160,November,2016,42691,2.01,15,2244,4358,27000,3400,Mr. Trash
161,November,2016,42703,1.98,15,2980,4460,36000,1880,Mr. Trash
162,November,2016,42704,2.75,18,3460,5840,16000,3260,Mr. Trash
163,December,2016,42705,3.41,15,1840,4760,23000,3470,Mr. Trash
164,December,2016,42710,2.55,15,1360,3850,34000,2340,Mr. Trash
165,December,2016,42720,1.74,18,1880,2890,26000,2100,Mr. Trash
166,December,2016,42737,2.13,15,2460,2740,32000,3250,Mr. Trash
167,January,2017,42754,2.43,15,2260,2780,28000,2870,Mr. Trash
168,February,2017,42792,2.32,18,2890,2460,30000,2610,Mr. Trash
169,February,2017,42792,3.72,15,2140,1870,15000,2040,Mr. Trash
170,March ,2017,42824,2.14,15,2570,2930,23000,2650,Mr. Trash
171,March ,2017,42825,2.74,18,2030,2340,14000,1960,Mr. Trash
172,March ,2017,42825,2.63,15,1940,2170,12000,1820,Mr. Trash
173,March ,2017,42825,2.09,15,1870,2040,11000,1950,Mr. Trash
174,April,2017,42826,2.67,18,1920,2130,13000,2230,Mr. Trash
175,April,2017,42826,2.67,18,1920,2130,13000,2230,Mr. Trash
176,April,2017,42831,3.55,15,2230,2540,2000,1480,Mr. Trash
177,April,2017,42831,3.89,18,980,1120,3000,1500,Mr. Trash
178,April,2017,42831,3.59,15,650,720,2000,1140,Mr. Trash
179,April,2017,42831,3.13,15,430,560,4000,870,Mr. Trash
180,April,2017,42831,3.33,18,390,460,2000,720,Mr. Trash
181,April,2017,42832,3.11,15,490,510,3000,1020,Mr. Trash
182,April,2017,42832,3.04,15,210,340,2000,890,Mr. Trash
183,April,2017,42832,3.21,18,560,670,2000,920,Mr. Trash
184,April,2017,42832,4.08,15,470,560,3000,780,Mr. Trash
185,April,2017,42832,3.26,15,390,450,2000,830,Mr. Trash
186,April,2017,42833,3.36,18,460,620,1000,790,Mr. Trash
187,April,2017,42833,3.62,15,530,670,2000,1120,Mr. Trash
188,April,2017,42833,4.27,15,460,530,1000,820,Mr. Trash
189,April,2017,42833,4.01,18,340,510,2000,730,Mr. Trash
190,April,2017,42833,3.88,15,360,490,1000,820,Mr. Trash
191,April,2017,42846,4.67,15,2540,2330,12000,2450,Mr. Trash
192,May ,2017,42860,3.53,18,2870,3140,16000,3460,Mr. Trash
193,May ,2017,42860,4.07,15,2230,2820,14000,3250,Mr. Trash
194,May ,2017,42861,3.93,15,2340,2530,15000,2890,Mr. Trash
195,May ,2017,42866,2.59,18,2560,2430,18000,3120,Mr. Trash
196,May ,2017,42866,3.81,15,2340,2250,19000,2830,Mr. Trash
197,May ,2017,42877,3.3,15,2480,2320,14000,2990,Mr. Trash
198,May ,2017,42877,3.84,18,2540,2410,15000,1980,Mr. Trash
199,May ,2017,42881,4.1,15,2980,2830,17000,2590,Mr. Trash
200,June,2017,42907,4.1,18,3250,2980,21000,3460,Mr. Trash
201,June,2017,42907,2.52,15,3340,3120,26000,2640,Mr. Trash
202,June,2017,42913,1.95,15,2850,2560,17000,2430,Mr. Trash
203,July,2017,42919,3.58,18,3220,3140,23000,2870,Mr. Trash
204,July,2017,42919,1.5,15,2110,1920,14000,1780,Mr. Trash
205,July,2017,42928,3.63,15,3670,3240,32000,3020,Mr. Trash
206,July,2017,42943,2.21,18,2890,2710,11000,2890,Mr. Trash
207,July,2017,42944,4.04,15,1460,1250,9000,1120,Mr. Trash
208,August,2017,42949,3.87,15,3240,3120,18000,2780,Mr. Trash
209,August,2017,42951,3.68,18,3530,3240,26000,3250,Mr. Trash
210,August,2017,42954,2.17,15,2760,2500,19000,2230,Mr. Trash
211,August,2017,42958,2.1,15,2980,2740,22000,2640,Mr. Trash
212,August,2017,42965,3.7,18,2430,2010,27000,2910,Mr. Trash
213,August,2017,42966,3.39,15,1500,1390,12000,600,Mr. Trash
214,August,2017,42966,3.14,15,1270,1140,9000,780,Mr. Trash
215,August,2017,42966,3.54,18,1340,1180,13000,630,Mr. Trash
216,September,2017,42990,3.07,18,2780,2540,11000,1460,Mr. Trash
217,September,2017,43003,2.15,15,2910,2890,14000,1870,Mr. Trash
218,October,2017,43019,2.76,15,2760,2450,11000,1640,Mr. Trash
219,October,2017,43033,2.76,18,2950,2780,10000,1780,Mr. Trash
220,November,2017,43053,2.38,15,2550,2870,12000,1640,Mr. Trash
221,November,2017,43054,2.02,15,2720,2980,11000,1870,Mr. Trash
222,January,2018,43115,2.17,15,2540,3160,15000,2220,Mr. Trash
223,January,2018,43125,2.08,15,2370,2790,21000,1540,Mr. Trash
224,February,2018,43136,3.12,18,2250,3120,18000,1630,Mr. Trash
225,February,2018,43136,2.45,15,1260,1670,22000,870,Mr. Trash
226,February,2018,43136,3.72,15,950,1470,16000,920,Mr. Trash
227,February,2018,43137,4,18,1020,1590,14000,1110,Mr. Trash
228,February,2018,43142,3.54,15,2250,2560,24000,1430,Mr. Trash
229,February,2018,43142,3.19,15,1130,1470,12000,650,Mr. Trash
230,February,2018,43142,4.51,18,1240,1510,11000,710,Mr. Trash
231,February,2018,43144,2.97,15,1950,2130,16000,1050,Mr. Trash
232,February,2018,43144,3.78,15,1460,1620,12000,630,Mr. Trash
233,March,2018,43165,2.66,15,2210,2650,18000,1420,Mr. Trash
234,March,2018,43165,2.64,15,2470,2810,19000,1540,Mr. Trash
235,April,2018,43206,4.3,15,2150,2300,23000,1320,Mr. Trash
236,April,2018,43206,2.91,15,970,1100,8000,300,Mr. Trash
237,April,2018,43206,3.62,15,840,920,7000,290,Mr. Trash
238,April,2018,43206,2.4,12,790,910,8000,260,Mr. Trash
239,April,2018,43207,3.19,15,750,830,6000,190,Mr. Trash
240,April,2018,43207,3.03,15,810,890,5000,200,Mr. Trash
241,April,2018,43207,3.26,15,790,1020,6000,150,Mr. Trash
242,April,2018,43207,3.04,15,670,840,7000,230,Mr. Trash
243,April,2018,43208,3.09,15,710,910,7000,310,Mr. Trash
244,April,2018,43208,2.72,15,730,840,6000,280,Mr. Trash
245,April,2018,43208,3.65,15,820,980,7000,170,Mr. Trash
246,April,2018,43208,3.38,15,760,870,6000,240,Mr. Trash
247,April,2018,43208,3.44,15,670,780,6000,310,Mr. Trash
248,April,2018,43208,2.57,15,730,850,6000,110,Mr. Trash
249,April,2018,43210,3.36,15,750,870,7000,230,Mr. Trash
250,April,2018,43210,2.72,15,820,910,8000,190,Mr. Trash
251,April,2018,43216,3.81,15,1580,1870,12000,980,Mr. Trash
252,May,2018,43232,3.36,15,2130,2340,11000,1140,Mr. Trash
253,May,2018,43234,4.29,15,2350,2130,14000,600,Mr. Trash
254,May,2018,43234,4.29,15,2460,2370,17000,740,Mr. Trash
255,May,2018,43236,4,15,1220,1360,8000,350,Mr. Trash
256,May,2018,43236,3.25,15,950,890,7000,250,Mr. Trash
257,May,2018,43236,1.6,15,400,320,4000,210,Mr. Trash
258,May,2018,43237,3.62,15,1050,1170,6000,470,Mr. Trash
259,May,2018,43248,3.19,15,1480,1560,8000,1360,Mr. Trash
260,May,2018,43248,2.86,15,1300,1230,7000,1130,Mr. Trash
261,May,2018,43248,4.1,15,1650,1490,9000,820,Mr. Trash
262,May,2018,43251,3.38,15,2130,2240,11000,650,Mr. Trash
263,June,2018,43254,3.35,15,2340,2580,12000,1130,Mr. Trash
264,June,2018,43254,3.17,15,1890,2130,14000,870,Mr. Trash
265,June,2018,43256,4.19,15,1420,1650,8000,590,Mr. Trash
266,June,2018,43256,2.6,15,1280,1330,9000,630,Mr. Trash
267,June,2018,43256,4.15,15,1140,1290,7000,570,Mr. Trash
268,June,2018,43263,4.23,15,870,950,11000,890,Mr. Trash
269,June,2018,43263,4.15,15,940,1130,10000,760,Mr. Trash
270,June,2018,43263,4.44,15,620,730,5000,810,Mr. Trash
271,June,2018,43279,3.12,15,1560,1780,13000,1240,Mr. Trash
272,June,2018,43280,0.96,15,1720,1980,12000,1110,Mr. Trash
273,July,2018,43299,2.99,15,1890,1630,13000,850,Mr. Trash
274,July,2018,43303,3.49,15,1760,1830,10000,790,Mr. Trash
275,July,2018,43305,4.39,15,890,1020,8000,340,Mr. Trash
276,July,2018,43305,3.57,15,710,850,6000,410,Mr. Trash
277,July,2018,43305,3.79,15,620,540,4000,370,Mr. Trash
278,July,2018,43305,4.24,15,780,670,5000,50,Mr. Trash
279,July,2018,43306,3.49,15,540,430,8000,410,Mr. Trash
280,July,2018,43306,4.16,15,670,720,7000,360,Mr. Trash
281,July,2018,43307,3.17,15,820,540,6000,430,Mr. Trash
282,July,2018,43309,3.31,15,540,650,10000,500,Mr. Trash
283,July,2018,43309,3.32,15,730,670,7000,290,Mr. Trash
284,July,2018,43309,3.98,15,910,790,5000,370,Mr. Trash
285,July,2018,43309,3.84,15,710,630,8000,300,Mr. Trash
286,August,2018,43321,3.31,15,1750,990,11000,910,Mr. Trash
287,August,2018,43326,4.62,18,1320,1010,4900,1260,Mr. Trash
288,August,2018,43326,3.74,15,2740,1130,6700,2100,Mr. Trash
289,August,2018,43326,3.27,15,1120,790,4000,1050,Mr. Trash
290,August,2018,43326,3.04,18,2100,980,3000,940,Mr. Trash
291,September,2018,43344,2.43,15,3110,1420,6500,990,Mr. Trash
292,September,2018,43344,3.35,15,1200,880,5000,1210,Mr. Trash
293,September,2018,43352,3.5,15,1390,870,7200,560,Mr. Trash
294,September,2018,43352,4.25,18,940,600,2500,470,Mr. Trash
295,September,2018,43353,3.77,15,1220,940,5000,850,Mr. Trash
296,September,2018,43359,2.26,15,1960,1070,7000,1000,Mr. Trash
297,September,2018,43368,3.09,18,2150,950,8000,490,Mr. Trash
298,September,2018,43368,2.95,15,2380,1250,7500,1500,Mr. Trash
299,October,2018,43377,3.28,15,1440,800,4000,1700,Mr. Trash
300,October,2018,43377,3.1,18,1080,610,6000,820,Mr. Trash
301,October,2018,43392,3.04,15,1840,710,8000,1050,Mr. Trash
302,November,2018,43408,3.11,15,2100,1420,5500,880,Mr. Trash
303,November,2018,43408,2.26,15,1500,1040,4000,1210,Mr. Trash
304,November,2018,43408,3.46,15,660,560,3000,700,Mr. Trash
305,November,2018,43408,4.54,18,590,540,2000,390,Mr. Trash
